fingerprint,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
HiddenNix C3B451E071694ABA3AC2E75D49418E866072E051,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,3500,3400,4000,4350,4350,4000,4350,4000,3900,4200,4350,4200,4200
Hijnn F5746F6257DFE87E3A90753C2A0439926C55552F,61000,53700,61000,53200,53100,53000,53000,52900,52700,52900,52900,53100,53200,61000,61000,53300,61000,53900,54000,61000,65800,61000,61000
Himalaya2 C7C05B13890CE98A2EB4780F247EACB2EFA0C6E9,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,954,954,954,954,954,954,954,954
Himalaya3 89FE5FDCBBDC93ACACAABBFE3DA648A50F4BA8ED,3020,1500,3020,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1930,1930,1500,1930,1930,1930,1930,2300,1930,1930
Himbeermakrele E5579C4D6D5904DB8552AA14C38FB0200821385B,1200,1200,1200,1200,1200,1200,1050,1050,1050,1050,1050,920,920,920,920,920,920,920,920,920,920,920,920
HobGoblin 5D96F61FED26C299093B4B0409ED3A18765A6DB2,63000,63000,64000,63000,63000,59000,48500,48500,48500,38000,38000,59000,46800,64000,64000,46800,64000,46800,46800,46800,64000,38000,38000
HoleeShitSnaxx EDFD5FFE9D97ADC0BAFE30A3BD8454F36FFDEF69,2000,2000,2000,2000,2000,1940,1940,1940,1940,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
HomersRelay AD187C19DC15552A109BDD3343B1242661DF5702,4900,4900,4920,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4690,4710,4730,4750,4700,4600
HongGildong 4C438C18CEDB566A9E8F079CF6771700066D000F,44,36,44,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,37,41,36,36
Honkler 96DCD1D17C1F0FA4DED207C148E54C0A55553076,13300,13300,13300,13100,13000,12900,12900,12900,12900,12900,12900,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
HookersOnion F237DAC181708BEEFF180632CD7AB42ECA0ACF91,8000,7600,8000,7600,7600,7300,7300,7300,7300,7300,7300,7300,7300,7700,7700,7600,7700,7270,7270,7270,7290,7270,7270
HopeItHelps 83898A1F6B9CDA7E35ACF23062D5D11392F1CCB7,7240,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20
Horatius EC84196FB950E695FA1E58489787256C9EBB15E4,9000,9000,9180,9000,9000,9000,9000,9000,7900,7900,7900,7900,7900,9180,9180,8140,9180,8140,8140,8140,9180,8140,8140
HorpickSneeker 0E9129CF568D49D15A0A30E0CAA940AE198A3547,11,10,11,10,10,10,10,10,10,10,10,10,10,13,13,10,14,10,10,10,14,10,10
HorrorPicture 1DE70504C6E9BB223E2EC4FAD45C68C07A6AE9FB,3010,3340,3340,3320,3310,3300,3310,3300,3290,3300,3310,3320,3330,3320,3320,3620,3630,3640,3640,3650,3660,3680,3680
HorstHanfblatt 30B6CF0FCBA0505FD7105907999C751D799AE4D2,1990,1800,1990,1800,1800,2100,2100,2100,2060,2060,2060,2060,2060,2060,2060,2060,2100,2100,2100,2100,2100,2100,2100
Horstlnetz 3B7BBF1BFCD4C3088B1F81DA069FC52E39A59390,1800,1470,1800,1470,1470,1470,1470,1470,1300,1300,1300,1300,1300,1800,1800,1300,1800,1300,1300,1300,1800,1300,1300
HouseDimir BD56A1C36196EE968B2A3463CCD64019B4E526D8,6410,5640,5630,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,5510,5510,4400,5540,5550,5580,4830,5650,4870,5710
HuggableHarry C5E5020B652AB2B6B960CD9ADC1CC30AEB4715D2,1700,1700,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1700,1700
HumanistischeUnion 2391AC90CC728EA9F20E5CFCA389C1F9FD7B16D2,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,35000,35000,35000,35000,35000,31000,31000,31000,31000
HungryTREX 9DA7EF9E9D6070CD8B7059B8A8CC5B41CEC02726,4460,4470,4460,4430,4420,4410,4410,4400,4390,4400,4100,4100,4100,4100,4100,4100,4500,4530,5390,5390,5390,5390,5390
Hydra F9E0B25E4FF4430735A059B62191228D1C80B606,3910,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3910,3910,3910,3910,3910,3910,4310,4310,4310,4310
Hydra1 0647C3F8352BBFA0D57A1C3E0DCF67FC3E073D2C,24700,24000,24700,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,27600,27600,24000,27600,24000,24000,24000,27600,23900,23900
Hydra10 CD21B997AF3D30AD719C066C38C7FA8C8FE83C70,4200,4200,4300,4500,4500,4500,4500,4500,4500,4500,4500,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460
Hydra11 70A4372ED8F5DDE3BA05A17491BB6032EAC02692,12000,8600,12000,8600,8000,1570,1570,1570,1570,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440
Hydra12 180A5BCC01866E09E4D229B6C084CD1E3C75636F,3640,3640,1320,1320,1320,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
Hydra13 B195F5E276E71AA9270A65F8BBE27B6210041EA2,27800,25500,27800,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,29400,29500,25100,29700,25300,29900,30000,30300,30300,30300
Hydra14 01B70C7C497FC8667DB5EB82C40D8F9214D6A484,25000,22100,25000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,24100,24100,22000,24300,22200,22200,22300,22900,22700,22700
Hydra15 C72E73566CB3377AAE5849F5926AD660E4AF82A2,5000,773,773,773,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1450,1450,1450
Hydra2 0443D98C0C44D3E0E6238790345DB5624DB41B28,20000,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2000,2000,2000,2000,2000,2000,2000,2000,2130,2130
Hydra3 27D02579AD5F3E32895D99C38E482D1DC6CBAE5E,4640,4500,4740,4640,4640,4640,4640,4640,4640,4640,4640,4640,4640,5200,5200,4850,5000,4850,4850,4900,5000,4850,4850
Hydra4 B3DA9D673321B92253DCCD38A9740F2C562C91EA,56100,55000,57000,49000,49000,49000,49000,49000,49000,55000,55000,54000,53000,55000,56000,54000,56000,53000,51400,51600,53000,52000,48800
Hydra5 034AA4B30F77DF0FE183602EA7F8251FF2CF1BA2,6800,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,6800,6200,6800,6200,6200,6200,8600,6800,6800
Hydra6 63DE54637F349FD686CF1C036827B5BE826B9F7C,69100,67000,75000,70200,70200,70200,70200,70200,70200,70200,70200,70200,70200,70800,70800,70200,71300,71700,79000,79600,80000,80000,80000
Hydra7 C013F6A7A2297FA4CD00D05EF4A1C5222B844B25,31000,28800,31000,28600,28500,28400,28400,28400,28300,28400,28500,28500,28600,30900,30900,31000,31100,31000,31000,36800,37200,37100,37200
Hydra8 7716DE8030A56A80080446E0CBC59738605454E6,1340,1340,1120,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1200
Hydra9 CB28925DA61069A43584030D2610471F1FFD4100,4730,4600,4730,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4730,4730,4500,4600,4500,4500,4500,4730,4500,4500
Hyperloop 9CED9A02846592B3B1CEDF0D613760501E3B2927,70,71,71,71,71,71,71,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
HyunJin AECF23413E12738380C7B61E0AF5126D47DF30E3,414,390,414,390,390,390,390,390,390,390,390,390,390,397,397,390,397,390,390,390,397,390,390
ICARUSatIONOS001 F410FF7AE019939E5D44CF4FEEF59B8492ECD7FF,32000,25000,31000,25000,28200,28100,28200,28100,27600,27600,27600,27700,27600,28300,28300,27600,28500,27800,27800,27900,30000,27000,27000
ICSIL1xDEDISx1 2D1F9D59FBA5ECD6BE5A0B00197DC281FC2C40C4,100,26,26,26,26,26,26,26,26,26,26,26,27,57,57,27,57,57,84,84,111,84,84
IDidEditTheConf DCA50E3DDD6BA2F21D2FB17F7BAB5CF8BBEC6658,24600,17000,24600,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,21600,21600,17000,21600,17000,17000,19000,21600,19000,19000
IHNIWID 65FBA426CE8126771C5EEB52634F3BB5E6E93B08,740,740,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730
IKEA 77B4562974F5D715626EB78460C79A2D13FB7006,26000,23200,26000,22800,22700,22600,22600,22500,22000,21100,21100,21200,21200,22700,22800,21200,22900,21400,21400,21500,23400,21600,21500
ILikeTor 53E89AD9B9320749F04DCA757F1C4DACE66205B9,13000,12400,12400,12000,12000,12000,12300,12300,12200,12200,13000,13000,13000,14000,14000,13000,14000,13000,13000,13000,14200,13300,13300
ILoveMyBMW 1C70C2AA7F3772CE07C4EF6B18A6E330150372EE,14000,13200,14000,13200,14000,14000,14000,14000,14000,14000,14000,13400,14000,17200,17300,14000,17400,13600,13700,13700,14000,13800,13600
INCENSER 662AF1C6D17F5ED721EC6A27961A520D94AEF68B,9200,7100,8900,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,8600,8600,7100,8600,7100,7100,7100,8500,7300,7300
INFOWARS 4C62B1E2949560304C37B52C95E5680886D9DFCA,9240,6180,6180,6180,6180,6180,6180,6180,6180,6180,6180,6180,6180,6180,6180,6180,6180,6180,6180,5900,5900,5900,5900
IPXORELAYFR01 F81F63FDF6B566D63D3A1112FC9D3EA1D3A285D1,43900,32700,32700,37100,37000,36800,36600,36600,36500,32700,32700,31700,31700,31600,31600,31700,31800,32000,32200,32300,32400,41000,40900
ITJediTorRelay FEB3B56A0EEAE11147E3ECA501FCC985744A7F3F,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,4000,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900
IVANTICHY 674D3428847A35F9D76EC205C69C8297461CC5E9,240,260,240,260,260,260,260,260,260,260,260,260,260,230,240,260,240,260,260,260,200,260,260
IWillKeepYouSafe DF7E420A9DC836F40E0787C6E9F5E9FC7EB4DCB2,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,11400,11500,10000,11600,10000,10000,10000,11800,10000,10000
IWorshipHisShadow 91E4015E1F82DAF0121D62267E54A1F661AB6DC7,720,670,720,670,670,670,670,670,670,610,610,610,610,720,720,610,720,610,635,635,720,635,635
IX 1ACC59D220B7476FF7B810C005CD6BF1122CB96E,753,753,753,753,880,740,760,760,760,760,760,760,880,1010,959,760,959,760,760,760,959,760,760
IamThePower 44196F20936E12714FF1F0F4DF6877DFC68076AF,9,11,9,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13
Iapus 2345E9C2482FE4E0F3A00CDD83BAF653D84198B9,44,1520,44,1520,1820,1820,1820,1820,1820,1820,1820,1820,1820,45,45,1820,1700,1820,1700,1700,1700,1700,1700
IceMaiden 1A6CD4A78BC5A4F19CF2F27C4AB32E44C8B20769,2860,2870,2870,2860,2860,2850,2850,2840,2830,2830,2830,2830,2830,2820,2820,2820,2830,2840,2840,2300,2300,2300,2300
IchEben3 F0BCA23872B699283AA039899263DF0147E9B48A,4500,4500,4500,5400,5300,5100,5100,5100,5100,5100,5100,5100,5100,5800,5800,4900,4900,4800,4960,4960,5030,5030,5030
IchWeissVonNichts 61F17908FC34C055A95574D20F09E1EE990FCA02,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,360,360
IchmagZuegeundTOR AEA1E6E937C51F1B1AD5477E1C0BC8CB3E7E5490,64,63,64,63,63,63,63,63,63,62,62,64,64,95,95,64,95,64,64,64,95,64,64
Ichotolot60 1AE039EE0B11DB79E4B4B29CBA9F752864A0259E,1600,1300,1300,1300,1300,1300,1300,1300,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
Ichotolot61 03C3069E814E296EB18776EB61B1ECB754ED89FE,2240,2000,2240,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,3200,3200,2000,3200,2000,2000,2000,2170,2000,2000
Ichotolot62 7600680249A22080ECC6173FBBF64D6FCF330A61,2210,1300,2220,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,2890,3470,1300,3490,2500,2500,2500,3530,2500,2500
Ichotolot63 82DA9678A0BAE60087AA68A3E1D6E6A2C4246D6D,22200,20900,22200,20600,20500,20400,20400,20300,20400,20400,20400,13000,13000,20500,16800,13000,16900,13000,13000,13000,17100,13000,13000
Ichotolot64 F38FB55A8CCA6A00CDD024A5EA2CFECB38A48E15,13000,9900,13000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,13000,13000,9900,13000,9900,9900,9900,13000,8840,11000
Ichotolot65 929BF37C657D4F69C76324E5FEA760A62483813B,18300,17000,18300,17000,17000,17000,17000,17000,17000,17000,17000,16700,16700,16700,16700,16700,16800,16900,14500,14500,14600,14000,14000
Icicle D1B1A550FEE3A05E71CA9080D14CCA3B746C0C17,97500,87000,97500,86000,86000,87000,87000,85300,85300,85300,85300,85300,85300,86000,87000,85300,87000,85300,85300,85300,88000,85300,85300
Idatha 2B1BB2A796C70D7DE596FF9FA0CBA48F12994C4C,219,160,219,160,160,160,160,160,160,160,160,160,160,229,229,160,229,160,160,160,229,160,160
Iletaitunefois 76F0C68CB1529E5D460D1B7F89621FB2F24E1EEB,15,6,15,6,6,6,6,6,6,6,6,6,6,6,6,6,11,11,11,11,11,11,11
Illana 7731E125924324B7405BA20E2759EE16780237E2,7600,7600,7690,6000,6000,6000,6000,6000,6000,6000,6000,6000,5290,5290,5290,5290,5290,5290,5290,5290,5290,5290,5290
Illuminati 15572CD3E5120D8D5932728D9E5B4604CB1409DC,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,21900,21900,20900,21900,20900,20000
ImOldGreg AFED770AE951DEA0CE33C1FB1463DC3188CBA2DD,186,150,186,150,150,150,150,150,150,150,150,150,150,215,215,150,224,150,150,150,202,150,150
Imonsay FD09DFD4E2DF462927109A09D1CE03A91020F02F,37500,31000,37500,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,37600,37600,31000,37600,31000,32000,31000,37600,32000,32000
InMemoryOfJohnKerr 81C55D403A82BF6E7C3FBDBD41D102B7088900D9,11000,11000,11000,11000,11000,11000,11600,11600,11600,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
InTheWeeds 2E2F424CD9C0FB6BB0F16390BFCB46853AE37CC1,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
Independence EDD5953DDD8ED88CDDBA6FB751F03E19F13F7519,9100,9100,10200,9100,9100,9100,9100,9100,9100,9100,9100,9100,9100,10200,10200,9100,10300,9100,9100,9100,9160,9100,9100
Inferno 8E33A4B1985004E5FBA5F8BF61AE3A23A2BF78E8,582,582,582,582,582,582,582,582,582,582,582,582,582,582,676,590,676,590,590,590,676,590,590
Infiltrator 61E5825D2CEB664921E4BF3606127998055B9E90,26,22,26,22,22,22,22,22,22,22,22,22,22,26,26,22,26,22,22,22,26,21,21
Infincia1 E254FA3A1E04C96C13ADA297DCD9BB03DE8B1971,2970,2980,2970,2920,2900,2900,2900,2900,2900,2900,3310,3320,3330,3330,3350,3360,3370,3380,3400,3430,3450,2900,2900
InfiniteMercury DCE5AA5B2287663BE7DBE9C87635FA846138D9A6,18700,18100,18600,18600,18500,18400,18500,18400,18400,18500,18500,17000,17000,19000,19000,17000,19000,17000,17000,17000,19000,17000,17000
InglebardRelay 2D061D6553BB0A620042C505FF5772585DA8BEDC,1270,1250,1270,1250,1270,1270,1270,1270,1270,1270,1270,1270,1270,1600,1600,1270,1600,1270,1270,1270,1610,1270,1270
Init6TorRelay A22B1C2EF2255987F8AB8AA0B1A8E23F5023EEB8,10800,8600,11000,8600,8600,9500,9500,9500,9500,9500,9500,9500,9500,11100,11100,9500,11100,9500,9500,9500,11300,9500,9500
Innominato 5DD5FC94EF58704306C86A4AE2441F3D9F907919,11,10,12,10,10,10,10,10,10,10,10,10,10,11,11,10,11,10,10,10,11,10,10
Instigater 3DE7E7449E8D211EC0558870A230C01A8C1E736F,8500,7550,8500,7400,7350,7280,7290,7270,7280,7290,7310,7340,7350,8400,8400,7410,8400,7480,7520,7580,8400,7690,7690
InstitueForgive F0149CBAE8953B7157CC54BFC414DBAF859E0B33,3260,3200,3240,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3190,3200,3200,3200,3200,3230,3200,3200
Intorr B0C68DDD4265C850DC08CDE01154025E9EBEC14F,761,480,761,480,480,480,640,640,640,640,640,640,640,761,761,640,761,640,640,620,620,620,620
IobnidnNvfXBcnP4KMf F484E90218B4BF0B978C0B146D8669DB55B9ED01,52,47,52,47,47,47,47,47,47,43,43,43,43,62,62,43,62,43,43,43,62,43,43
IronKangaroo 1B358F1210BE1E60EBD32EB07356C362E70CB28A,10400,10400,10400,10400,10400,10400,10400,10400,10400,14000,14000,14000,14000,15700,15700,13000,15700,13000,13000,13000,15700,12000,12000
Isidore 430672CD7162FA88AB49D891C38567799F346333,48700,41000,48600,41000,41000,41000,41000,41000,41000,41000,41000,42300,42300,43000,43000,42300,43000,43000,43000,43000,50000,43000,43000
Islay F4873B3EC3325B81DC36C7E38AD3A5ED12B2F339,6570,6360,6550,6330,5700,5700,5700,5700,5700,5700,5700,5700,5700,6450,6480,5700,6520,5700,5700,5700,6630,6350,5700
Isoalliin ED3ACBBB89C5F1597A44A65D2FA203BDB8E208F2,38300,35000,38200,35000,35000,35000,36000,36000,34000,34000,34000,36000,35000,32300,32400,32400,32600,32800,32900,33000,33100,33300,32100
J0nxy 8DABF042892435C9BD2DAEAC676F6BBB5018FF18,2850,2600,2840,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
JAJTorBits C6B656BA6BC16E31115A1B2D56396A53165F3408,370,330,370,330,330,330,330,330,330,330,330,330,330,370,370,310,370,310,310,310,370,310,310
JDNetX 44C90A8F2FB294EEDD09EE6903B5A8B4943B6204,7500,7500,7500,7500,7500,7500,8540,8530,8490,8490,8490,8490,8500,8490,8490,8510,8540,8590,8630,8670,8700,8730,8750
JESSExxxPINKMAN 7D8EBB86CF2EB560F938BEF018E1D8FD6B36B327,47000,45400,47000,45200,45000,44800,44600,44600,44400,44300,44300,44400,44400,46000,46000,44400,46000,45900,46100,46000,46500,46000,46000
JFWenisch 58E67CDDF7CA2E2BD52389EB2E270E09A1C376F4,116,98,116,98,98,98,98,98,98,98,98,98,98,116,116,98,116,98,98,98,116,98,98
JNode E197211C395AF5EFE4449AD250EC83BD6B62C37D,21000,19000,19300,19000,19000,19000,19000,19100,19000,19100,19100,19100,19200,20000,20000,17000,18000,17000,17000,17000,18000,17000,18000
JabberDEXMPPNode B4CB465573BADB233E95679B0F19C4A080B8B018,80,68,80,68,68,68,68,68,68,68,68,68,68,87,87,68,87,68,68,68,87,68,68
JakeDidNothingWrong 1ECD73B936CB6E6B3CD647CC204F108D9DF2C9F7,14000,12000,14000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12800,11400,11000,11500,11000,11000,11000,11700,11000,11000
JanKuciak 9C1559C46AD0279EEF6FD187E1B27D939C303086,55000,53800,55000,53800,53800,53400,53400,53400,53400,53400,53400,53400,53400,55000,55000,53400,55000,53400,53400,53400,55000,53400,53400
JaniTORsServer 25A84EFEE28E443EB9D3130138243452586F8BAA,22000,20400,22000,20400,20400,23000,23000,22000,22000,22000,22000,22000,22100,23000,23000,22000,22100,22000,22000,22100,23000,20000,20000
Janky328891 D5039E1EBFD96D9A3F9846BF99EC9F75EDDE902A,3000,3000,2560,2550,3400,3470,3470,3470,3470,3400,3400,3400,3400,3470,3470,3400,3500,3400,3400,3500,3500,3500,3500
Janky380201 03F26766F14B0B7B5D22461083807D313429A34F,8610,8630,8610,8530,9280,9240,9200,9180,9150,8410,8420,8450,8470,8460,9140,9160,9200,9250,9500,9500,9790,9500,9420
Jans 50586E25BE067FD1F739998550EDDCB1A14CA5B2,46000,42000,46000,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000,46000,46000,42000,46000,42000,42000,42000,42000,42000,39200
Jans1 40C773D9F2B16143CDB2ADB661DDC6BB12EF3E2C,31900,29000,31800,28800,28700,28600,28600,28600,28500,28600,28700,28800,28800,30500,30600,28800,30900,28000,28000,28000,31600,28000,28000
JanuszSpiewa 9C16D59A5DEEE609C246E44867CD7C107D59E92F,5880,5370,5880,5370,5880,5880,5880,5880,5880,5880,5880,5880,5880,6820,6520,5880,6520,6520,6600,6600,6900,6600,6500
JdMtOrReLaY1 508EAAA5322C7BF048C8FADBBFB37D0A3E1D9262,7470,6950,7490,6900,6870,6860,6870,6860,6840,6860,6870,6890,6910,7700,7700,6910,7700,6970,6980,6990,7600,7020,7020
JdMtOrReLaY2 EBE76802D098FF6FA226F60C2D0B0C098F367AF1,8670,8000,8670,8000,8000,8000,8000,7430,7410,7440,7450,6540,6540,6540,6540,6550,6580,7560,7570,7580,7610,7610,7610
JdMtOrReLaY3 33925888F5DB4CD014E5718CB3B1FC82BFE1AD37,11000,10800,11000,10700,10700,10700,10600,10600,10600,10500,10400,10500,10400,11000,11000,10400,11000,10500,10500,10600,11000,10600,10700
JennyRelay F00C8B7589FEE52BE84387CDB422C1F1386979C0,12300,12300,12300,12100,12100,12000,12000,12000,12000,12000,12000,12100,12100,13800,13800,12200,13800,12000,12000,12000,12400,12000,12000
Jessica AFFF99146CA09051D981F76B349D1A1FAD6D9D45,9110,9110,9110,9110,9110,9110,9110,9110,8940,8940,8940,8940,8940,9530,9530,8940,9530,8940,8940,8940,9530,8940,8940
JimRelay1 B747FFD3D3B17D44E638F5E877A07B5284C9A064,820,820,820,1540,1540,1540,1540,1540,1540,820,820,820,820,820,820,820,820,820,820,820,820,820,820
JimmyBulanik 8E76F1F6E8499CCE975C451560586A5F8BF0BFDB,25000,21700,25000,21500,21500,21400,21400,21400,21400,20100,20100,20200,20300,24800,24900,20000,25000,20000,20000,20000,23000,20000,20000
JoaoOliv1 0C578462C62A49DEEFFEA897BA5F9875B33D76B0,20,2720,3170,17,125,125,125,125,125,17,17,17,17,125,125,17,116,17,17,17,116,17,17
John0072381236Smith DBA2DBB852E06B58BAAF09BD1BE91FA30A1243C8,10000,10000,10000,9990,9950,9890,9890,9880,9890,9890,9910,9940,9950,9960,9990,10000,10100,10000,10000,10000,10200,10000,10000
Johnny5 55C22D134212EE340D811C199B88C7BCB943B732,13,13,13,13,13,13,13,13,13,13,11,11,13,16,16,13,16,13,13,13,16,13,13
Joker DEF3365F1C012F80E56877B5EF05CE72BDEB0CCC,4260,3500,4250,3500,3500,3500,3390,3390,3380,3100,3100,3100,3100,3410,2500,2500,2500,2500,3100,3100,3530,3100,3100
JollyJumper D2AD675448BFA074BA8F0137511AB306A3271FA6,93,69,93,69,69,69,69,69,69,69,69,69,69,86,86,69,86,69,69,69,86,69,69
Joltreebel D4A575C886E5BCA3B5B500B0FBA79AE3F73D3065,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
JongeDemocraten 69620419A3D0077272B2EA3952A1F46880FDFAE5,210,160,210,160,160,160,160,157,157,157,160,160,160,160,160,160,160,160,160,160,160,160,160
Jorropo 46BC57CFDC91DE75CBDA7D264A1FD4684A048B5C,869,860,869,860,860,860,860,860,860,860,860,860,860,919,919,860,919,830,830,830,919,830,919
Julius 6E37E38E0073B6DC66FD860087B8C5F57EFD6567,5260,4600,5250,5170,5130,5080,5080,5080,5000,5000,5000,5000,5000,6210,6210,5000,6300,5000,5000,5000,6600,5000,5140
JustANode AC61783EB367C5591FCF52AB76D1914159F87D08,1500,1010,1500,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1400,1400,1010,1400,1010,1010,1010,1400,1010,1010
JustAnotherRelay4U 2AC802AAE9FAF2C9F63DAF9CC9CD4385C0A95247,15,14,15,15,15,15,15,15,15,15,15,15,15,19,19,15,19,15,15,15,19,15,15
JustSomeRelay AA7D569C52FA44D7921BB8114B50044E80D179F8,6,5,7,6,6,6,6,6,6,6,6,6,6,7,7,6,7,6,6,6,6,6,6
KAPOW111 61FA7E7C766577D76EBABF19330993DEFA8AF3C3,29000,24400,29000,24300,24200,24100,23000,23000,20700,20700,20700,20700,20700,20700,25000,23000,25000,23000,23000,23000,25000,25000,25000
KD8HLN 7CD234DFEFE8F215EC9AE2BC1D2CAFC9E0D1CC00,16100,16100,16000,15700,15600,15600,15500,15500,15400,15400,15400,15400,15400,14200,14500,14500,14600,14600,14700,14900,14900,15000,15000
KGBumbrella 6ED445C85450985694150F92BB7402508D861F86,311,260,311,260,260,260,260,260,260,260,260,260,260,311,311,260,307,260,260,260,307,260,260
KS0120141125 1397DB106492F1C9371CCBA859DAF6843FE27BA6,13,13,13,13,13,13,13,11,11,11,11,11,11,17,17,11,17,11,11,11,17,11,11
KUEXBON 557B39146EB121C8CFA22C48AD78BDBDBC8FF3A1,14800,13000,14800,13000,13000,13000,13000,13000,13000,13000,13000,11100,11100,13000,13000,11100,13000,11200,11300,11300,13000,11400,11500
KZL303 3684B8673A30B73FED280359C5FBA9F954690D4C,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590
KaaTorRelay C46E672994B5319273714C2BAE07411CB4EF5A1F,9,9,10,9,9,9,9,9,9,9,9,9,9,10,10,9,10,9,9,9,10,9,9
