fingerprint,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
plutoa 1F2077BF01CAF23F819D4892A89883196ABA842A,660,577,660,610,610,610,610,610,610,610,610,600,600,600,600,600,600,600,577,577,470,470,470
pnwtor 10C3CCFA39401FAFE426F54A12970E7094DED715,20,17,20,17,17,17,17,17,17,17,17,17,17,22,22,17,22,17,17,17,22,17,17
pochath 47846A41813EE302FBBD992642DC401A0118C613,8830,8600,8820,8600,8600,8600,8600,8710,8690,8710,8710,8740,8760,9000,11000,7600,11000,7600,7600,6700,7600,6700,6700
pocketdeer 346B5EFCDF4D925BCF4B0F048CE77B36F2F1DDF6,30900,30000,30900,30000,30000,30000,30000,30000,30000,27000,28000,28000,28000,30200,30200,28000,28000,27000,27000,27000,28000,27000,27000
podeaTorNode B940AAC942E9929E673C3533F510C5261B50790C,310,310,350,350,350,350,350,350,350,350,350,350,350,350,350,350,310,310,320,320,310,310,350
pointderupture B1FE864CF9B1E210D28F1A66A22BCEF556584AA0,22000,21000,22000,21000,21000,19400,19400,19400,19400,19400,19400,19400,19400,19400,19400,19400,19400,19400,19000,18100,18100,18400,18400
poiuty F6740DEABFD5F62612FA025A5079EA72846B1F67,124000,120000,123000,120000,120000,120000,122000,122000,122000,122000,122000,122000,123000,130000,130000,123000,130000,124000,125000,125000,130000,126000,126000
politkovskaja 0FF233C8D78A17B8DB7C8257D2E05CD5AA7C6B88,69800,45200,69800,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000
polizeierziehung 5CE3AD8AD04ADE66C0037A3CF5F7F7A40D48A20B,4950,4950,4950,4950,4950,5120,5120,5120,5120,5120,5120,5120,5120,5120,5120,3200,5450,5030,4690,4690,4690,4690,4690
polrelay B2B9AFBAB372D1E8BD6C57215DABBF1030163C65,18300,17300,18300,17200,17100,17100,17100,17100,17100,17100,17800,17800,17900,18400,18500,18000,18600,18200,18300,18400,18900,18700,18700
polrelay1 5D12096607EAB7FF8190D6CFACA3AC3798CE05E2,11100,11100,11100,11100,11000,11000,10900,10900,10900,10800,9940,9950,9950,9940,9940,11600,11700,11700,11800,11800,11800,11900,11900
ponttor F7A5C96BBCBB11C72B6FA88AB7FC32CEDB991C43,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,28000
pook0oow 5E184FEA02B7C54172BBC757636F501047CF9691,9760,9760,9760,9760,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,9970
porte B13C2C569F3FD0C530B7D96E5FF7933DF7A0E834,18000,17600,18000,17500,17400,17400,17400,17400,17300,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000
porthill D8A2D0080B0C73E1DC0EC9F33B497F64E5FB3F52,84500,77000,84400,77000,77000,77000,77000,77000,77000,77000,77000,81000,86000,91600,91600,86000,92000,86000,86000,86000,92000,86000,79700
portnoy 0A0C01DD0044E70318D9E3DA5F125A09069C57C1,5800,5800,5800,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5800,5700,5700,5700,5700
poseidon B79589355A41880DFF82F5225F2940437CEDE925,2200,1900,2200,1900,1900,1900,1900,1900,1900,1900,2160,2160,2200,2200,2200,2200,2200,2190,2190,2190,2200,2200,2200
pot8torelay D4A82E21F6C27FE08BD21AE66491F42F2D5346F1,5510,5510,5330,5330,5330,5540,5540,6480,6480,6480,6480,6480,6480,7900,7900,7900,7900,6610,6610,6610,6610,6610,6610
poussin 2518BCCC2FCD091C929DAC1068A86D3E8BADF885,4370,4380,4360,4310,4290,4260,4260,4260,4260,4260,4270,4290,4290,4740,4740,4500,4770,3550,3570,3600,3620,3650,3800
poussin 42D58335381BC9BB8C9ED98D390109EB74DBCBC4,2380,1500,2370,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1990,1990,1500,1990,1500,2000,2000,2010,2000,1880
powerghost 157666AF29C1EA7D775D0C5E57C90AC8DBBA92EF,2900,2800,2900,2440,2430,2430,2430,2420,2410,2420,2420,2430,2430,2600,2600,2440,2600,2470,2470,2480,2600,2500,2330
powertoyou 8DD0956457CF75A49E79F8E434E2DC898182DE79,12600,9720,12600,10500,10700,10600,10600,10600,10600,10600,10600,10700,10700,11600,11600,10800,11700,10600,9300,9300,11100,9300,9300
pr1v4cyple4s3 070F1026E65AD6F5E5DDDD604897DA98857CE3BE,220,200,220,207,207,207,207,207,207,207,207,207,207,220,262,205,220,205,205,205,220,205,205
prawksi F6A358DD367B3282D6EF5824C9D45E1A19C7E815,20000,18000,20000,18000,18000,19000,19000,19000,19000,19000,19000,18600,18600,18600,18600,18600,18600,18600,18600,18600,18600,18600,18600
prayerfortibet 99C5ACEF5AC8E3D3C4DE79004F3AC649B375891C,3200,3200,3200,3500,3200,3500,3500,3880,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3200,3200
prebensprutter 357754D6E70A2FDB53161F674D36FF3AD094F4F8,7400,7200,7390,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7330,7350,7200,7200,6680,6700,6720,6750,6400,6400
prentace 3F922C8CDED5ACE1816129143B815031B3C0E7E5,166,130,166,130,130,130,130,140,140,140,140,140,140,161,161,140,161,140,140,140,167,140,140
privacy4every1 CA42D95947FFE5FDBDA51139FAF809B4352EFFEC,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2800,2800,2800,2800,2800,2800,2800,2500,2500
privacypro2 9478CC46AC62E96A0031F832F548C3A153A1A1CA,1050,870,1050,870,870,870,870,870,860,860,860,860,860,1010,1010,860,1010,860,860,860,1010,860,860
privexrelayfin1 C3ACB0492A644E27A549BC3CDF3B7A129186E3BF,80900,68200,70200,68700,68500,68500,68400,68300,68100,68300,68300,68500,68700,68600,68800,68800,69300,67000,67000,67000,70300,67000,67000
privexse1exit D8A1F5A8EA1AF53E3414B9C48FE6B10C31ACC9B2,6950,5070,6950,6950,6950,6950,6950,6950,6950,7250,7250,7250,7250,7350,7350,6860,7350,6860,6860,6860,7350,6860,6860
propsy 53D9056AA6A4C568674EB37ED018C978D0348B96,160,160,160,170,170,170,170,170,170,170,170,170,170,227,160,160,160,160,160,160,160,140,140
pros1 C8DE26D2D119BE7F509E672EE1A3D5FB25DCBA97,13000,13000,13000,13000,13000,13000,13000,13000,11400,11400,11400,11400,11400,13000,12600,11400,12700,9740,11000,11000,13000,9940,9960
pros2 C1BB67D3FBED68D4BAD400D1A49C5B79ECE3965E,9400,8100,8490,8060,8030,8410,8410,8400,8380,8410,8420,8450,8470,9400,9400,8470,9400,8540,8550,8570,9400,9180,9190
prudelta 8A5E7C2D09835974B4D58252BAD51FD8AD54F9CE,17200,15000,17100,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,17900,18000,15000,18000,15000,15000,15000,18200,15000,15000
psYchotic 8D41994D1D18E94403C3F67D0699E4C9D2248D4A,20100,19000,20000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,20000,20000,19000,20100,19000,19000,19000,20300,19000,18000
psychedelichipo 31AF23C99A564B1F1D5C8A5D33CA730FC5B79354,969,690,969,690,690,690,690,690,690,690,690,690,690,969,870,690,870,690,670,820,870,820,820
puertasecreta F4F605AA21C4633CCB5B8DBBC1CEEE5C590C6DCE,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
puia D6F03EFBE511417D77DCFC1A3F1EB5D4BF509F81,12000,10800,12000,10700,10700,12000,13100,13100,13100,13100,13100,13200,13200,14800,14800,14000,14900,14000,14000,14000,15100,14000,14000
puls3r3lay 96A098DB8C8771380F3F47FB04EDECBB91CC62D4,3600,3600,4900,3580,3560,3970,3960,3950,3930,3930,3930,3930,3940,4800,4800,3940,4800,4650,4670,4680,4800,4720,4730
pulsetor B411027C926A9BFFCF7DA91E3CAF1856A321EFFD,19900,19900,19900,19900,19800,19800,19800,19700,19600,19600,20200,20200,20200,20200,20200,20200,20200,20200,19700,19800,19900,20700,20700
pumpa B82D54B92FC8F985B4E3F805288F61632A5DAF61,1170,1170,1170,1170,1400,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1190,1190,1100,1100
punasipuli C93000A754F1927ACD3B60734BD8D417868BF043,12000,10200,12000,10100,9720,9640,9640,9620,9630,12000,11600,11600,11600,11600,11600,11600,11700,11000,11000,11800,11900,11900,12000
punki E43244684E0C924EC082B8ECC735FAF2F8CF1C45,1050,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,980,980,980,980,980,958,958,958,958,958,958,958
pusith 0A178D302936F209AF3DA77CCC4E3C4D5DBE11E9,8600,8400,8590,8400,8400,8400,8400,8400,8400,8400,8400,9410,9410,9830,9830,9410,10000,9960,10000,10000,10100,10000,10000
pylonl 67352C511711E162CE1EBCF9212D72B51BC4FA7A,1680,1100,1680,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
pym A65E1523F313405BB60E4AA136A69EFA504C4F60,1700,1700,2000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,2000,2000,1700,2000,2100,2000,2000,2250,2000,2000
python273 9A0EC53705088AF0EB2941524E17E8AC6116C490,1700,1540,1700,1540,1540,1540,1540,1540,1700,1700,1700,1700,1700,1830,1830,1700,1830,1700,1600,1600,1830,1700,1700
pythonian4000 5751514249B4A7FA5187363BB6C4F76126729137,1700,1700,1760,1760,1760,1760,1760,1760,1760,1700,1700,1800,1800,2100,1700,1700,1700,1700,1700,1700,1700,1700,1700
pzodisoe3 0C90A77C4B4F5B8CC29948E3AAC57B974470F4FA,103,103,103,103,103,90,90,90,90,90,90,90,90,87,87,87,90,87,87,87,90,87,82
pzodisoei2 5FBE13242F67D38B12DE0745BA71F4EA5ABD04F0,62,61,62,61,61,61,61,61,61,61,61,62,62,75,75,62,75,62,62,62,75,62,62
pzodisoei4 5154F98A50B0FE935B51F952C91F23D70592183D,130,115,130,115,115,115,115,115,115,112,112,112,112,130,130,112,130,112,112,112,130,112,112
qjwniwqedqjd AE10AF16BFCD02B3CC68B0ABA41FADDC1C728661,254,254,523,523,523,523,523,523,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,3710
qtornado 767E444E1FA1DA75F3B77479DB5AE2FA3FFF75CC,24100,24000,24100,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24100,24000,24000
quadhead BF0FB582E37F738CD33C3651125F2772705BB8E8,140000,130000,140000,130000,130000,129000,128000,128000,128000,128000,128000,128000,128000,130000,130000,128000,130000,129000,130000,134000,140000,135000,135000
quadrilateral D32EF74A17E28133362B02C5EAC88D9140C76CD5,51,51,51,50,50,50,50,50,50,50,50,50,50,51,57,51,57,51,51,51,57,51,51
quark 0BD744C4674FFB60CD1F2A6E877B02F7BE4558B5,20,19,20,19,19,19,19,19,19,19,17,17,17,20,20,17,20,17,17,17,20,17,17
quatermain E7882187F6FA695450719FD3738D640FBDFF5D48,11000,8750,11000,8750,10100,11000,10600,10600,10600,10600,10500,10600,10200,10500,10500,10200,10600,10300,10400,10400,10800,10500,10500
quester 4CFE65E16DBE9D9ED0CFFBD9BEEEE4EAE50CD33F,11000,10500,11000,10400,10300,10300,10300,10300,10900,10900,10900,10900,10900,11000,11000,10800,11000,10900,10900,11000,12000,11000,11000
quetzalcoatl D41053769A38BFADE6D06F4BBAB988C6B34DFC58,292,220,292,220,292,292,292,292,220,220,220,220,220,596,596,596,596,596,596,596,596,596,596
qwerty12345 69BCCA8020630A2781BC963AE7766E22BBBBCF90,28,24,28,24,24,24,24,24,24,24,24,24,24,28,28,24,28,24,24,24,28,24,24
r 06BBEAA6F73759A1795EB461D39D2AA168F305D1,63200,54000,63200,54000,61900,61800,61800,61700,61500,61600,61600,61900,62000,64000,64000,62100,64000,62800,63000,57000,62900,57000,57000
r00tzone 49CA9262801E9DC9B414A143A58A68255149367A,19000,18000,19000,18000,18000,18000,19000,19000,19000,19000,19000,17500,17500,17500,17500,17500,17600,17700,17800,19000,20700,19000,19000
rabukel 044B6B8DEF2AA8C53AC67640DC00FD25EE673CF6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
raccoonsociety 55DFC821E839E6DEF172942085C5DED2302C90B2,50000,46000,50000,46000,46000,46000,46000,46000,45800,45700,45700,45800,45800,48000,48000,45800,48000,46300,46000,46500,50000,46800,46900
rackhamsaltair 15483893699246724B8135CC6F087767EA89A2D3,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,830,830,830,883,830,830
radieschen B27CF1DCEECD50F7992B07D720D7F6BF0EDF9D40,98300,94000,100000,97700,97700,97700,97700,97700,99000,99000,99000,99000,99000,100000,99000,98000,99000,98000,98000,98000,99000,98000,99000
raffertz 4CDCC833FB70B9F3915522FDC90E52C531FEEC49,7010,5980,5970,5960,6200,6200,6200,6200,6200,6400,6400,6400,6400,7190,7190,6400,7210,6400,6400,6400,7340,6300,6400
ragnardanneskjold 204AD371C227A2E157E02E9F383AA9F680A51246,1040,510,1040,670,730,730,730,730,730,730,730,730,730,879,879,730,879,730,730,730,879,730,730
rainb0wsss D76C32DE1D6845B9D971F300EFE7449238C4AC08,272,200,272,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
rainbowland 876C7CE43774366250D3E768E690DAB9D4B5D5A3,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,2360,2360,1900,2360,1900,1900,1800,2360,1900,1900
raisapX 92EA866C80C8828658A0F427BDB74F1D9A2E600C,12600,12000,12800,13000,13000,13000,13000,12800,13000,13000,13000,13000,13000,13100,13100,13000,13100,13000,13000,13000,13100,12300,12300
raisapX F129514D409A126CE3C9F754F54000DACD3F1A2E,480,480,480,480,480,480,520,520,590,590,590,560,570,625,625,570,625,570,570,570,625,530,530
raiteNode2 4495DEA0FE1200E8675065F0DA58E21C93A616CA,13000,12000,13000,12000,12000,12000,12000,12000,12000,13000,13000,13000,13000,14600,14600,13000,14700,12900,13000,13000,13100,13100,13100
raketentechnik01 9A39E739429DBC4CE598B7125764D6C26DC73FC9,17500,17300,17500,17300,17500,17500,17500,17500,17500,17500,17500,17500,17500,20000,20000,17500,19000,13000,14000,14000,19000,12900,12900
ramstor1 AF475359500A11B48E11561CB282955DF7AA15D0,2500,2600,2640,2700,2700,2700,2700,2800,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2800,2700,2700,2700,2700
randoantchain10 AA7B9531494B2D3AB95750D32D1AFA8B71F382D9,620,440,655,440,440,440,440,440,440,440,440,372,440,538,538,440,538,440,440,520,538,520,520
randomretorng 690DA42C9C47577A383394CE4AF61BE628824E21,333,260,333,238,260,260,260,260,250,250,250,250,250,342,342,250,342,250,250,280,342,280,280
raspberryITA 3DB49A79851617F0F9AF930CA975503D7ABCD942,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4140,4140,4140,3900,3900,3900,3900,3830,3850,3860,3870
raspi2 2054306EDF2088B4AF592196600B95140FE44E5C,2300,1950,2280,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,2280,2300,2300,2450,2300,2300,2300,2450,2400,2400
raspi2 D7D60CC7432463B2AD84C97DEA12AA88FAE7D7A9,1800,1500,1800,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2330,2330,2330,2660,1970,1970,2500,2660,2500,2500
raspitor 222FA78B2583F7960AB7BBBD06438BBDFAD33BB4,277,240,277,240,240,240,240,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
rasptorpipi2 37535409102DFFE92F3DAC809E470E62BC27F1DF,470,470,470,470,470,470,470,470,470,470,470,467,560,560,570,570,570,570,570,570,570,570,570
rasputin 38CB3D803AAD7E72494A4FA33D8D31ED642DB4CB,3040,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
rastanet 476C321B4FB10705DFDDBF809177AB5FBBDE2CD5,14,11,14,12,12,12,12,12,12,12,12,12,12,14,14,12,14,12,12,12,14,12,12
ratatata 286F22F5D198AB20C50C65B94A03B52CAE588946,8480,8000,8470,8000,8000,8000,8000,7330,7290,7290,7290,7100,7100,7650,7680,7280,7740,7320,7330,7350,7910,7400,7400
ratatosk A63E14FE8E6600A585CFD27D03E950BFA09836EF,380,380,380,330,320,320,320,320,320,320,320,320,320,380,476,320,476,320,314,314,314,314,314
rathergonaked B34836F2027C14E4040478768986BFEA827B4628,417,410,417,410,410,410,410,410,410,410,410,410,410,475,475,410,475,410,410,410,475,410,410
rathhansenexit 654B0C3A77FE8A8AF34C43BEA9297C1083E821C8,21200,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,21500,21500,25800,25800,21500,25800,21500,21500,21200,21500,21000,21000
raveena9001 EF11B59704051BD6A97D385E10710488FA1D800E,962,890,962,890,890,890,890,890,890,890,890,890,890,962,962,890,962,890,890,890,1030,890,870
rawpower E00A55B52B7C933E715E30A892E1B27C7CC87EFF,14700,14700,14700,14700,14700,14700,14700,14700,14700,15200,15200,14000,14000,12000,12000,14000,12000,14000,13000,13000,12000,12700,12700
rayonx 97767B43E78119A613B46CEAF81A788F45CC05D9,36900,31000,34000,31000,31000,28000,28000,28000,28000,28000,28000,28000,28000,33500,33500,28000,29600,28000,28000,28000,30300,28700,28600
rddtor DA870A2F894E933EC391C29B4E9FAA9070EFAFB2,699,699,699,699,699,699,699,699,699,699,790,790,790,811,811,790,811,790,790,790,811,790,790
rdpw AA97C4625B8B15124284065EDDB7FCCF3A47FF8A,946,946,946,946,946,946,946,946,946,946,946,980,980,980,980,980,980,980,980,980,980,980,980
reactortornode DD808ECE4F2E24F377CBE11E335ECDA196FE3B78,59000,61000,59000,61700,61700,61700,62000,62000,62000,62000,62000,62000,62000,65000,65000,62000,61700,61700,61700,61700,61700,61000,61000
reallylittleserver 369AE88A26867C5A55F11CC3FD9006BDDCC8CB84,70,70,70,70,70,57,57,57,57,57,57,57,57,64,64,59,64,59,59,59,64,59,59
reb00z 0002CC5705DA854E4E771F240A385567F4A3C13D,4100,4000,4100,4000,4000,4000,4000,4000,4000,4000,3460,3460,3700,4000,4000,3710,4000,3750,3760,3770,4000,3800,3810
recklessbolter 672A56A583C658372E63ACEB43E7F791C2819548,28300,27000,28300,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,28100,28100,27000,28300,27000,27000,29000,33000,30000,30000
recodex F9910CE2A3E9D467FCDD9D5228695BA1827B010D,11700,8900,8900,8130,8100,8050,8050,8040,8050,8050,8060,8100,6750,6760,6790,6810,6840,6860,6910,6960,10000,10000,10000
redDragon EC01EA6749C9FF44ECA4F1AD08A6AA2AD10BB2CF,430,430,430,459,459,459,459,459,459,459,459,459,459,459,459,424,424,424,424,424,495,430,430
redgreen 36E0550A0E43144F1596F9AF095C1C2F964922EA,2200,2200,2200,2200,2200,2200,2390,2380,2390,2390,2400,2410,2410,2410,2420,2430,2440,2450,2470,2480,2490,2200,2200
redirector C72E61A3A3038523E58F755A8D2608750C1F1241,12,10,12,10,10,10,10,10,10,10,10,10,10,12,12,10,12,10,10,10,12,10,10
redonionring 318CB7FC0EAEB92311EB51B5B78E3CAD45EBCF21,1380,1380,1550,1550,1550,1550,1550,1550,1550,1600,1600,1600,1600,1900,1900,1700,1900,1700,1700,1700,1900,1700,1700
redquasarxyz 20E39F153C8B52B9B0F6E10037BEBFA0A08D0D63,152,150,152,150,150,150,150,150,150,150,150,140,140,152,152,140,152,140,140,140,152,140,140
redsphinx DD08F4F385A97501EE532F51D8126E3BF4DCC382,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2480,2480,2490,2500,2200,2200,2200,2500,2170,2170
regar42 BD4C647508162F59CB44E4DFC1C2B2B8A9387CCA,60200,60300,60300,59000,65000,65000,65000,65000,65000,65000,65000,65000,65000,67200,67200,59000,59000,59000,60000,60000,59000,59000,59000
regressverbotv2 EF90BCF207BD7706FC34B029DE604B92C7F90520,60400,53000,60400,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,60300,60300,53000,60600,53000,53000,55800,61300,53000,53000
reihl 7AB8B08DF8B90D108EFC37D74CA90A7B939A023D,7920,7700,7920,7630,7610,8030,7990,7980,7950,7940,8070,7770,7770,8110,8130,6270,7810,6320,6360,6410,7050,6510,6510
reimuhakurei 5FD0ECB853CF3E97F6F77787C3B6D7ED31F591FF,8420,8450,8440,8430,8410,8400,8370,8370,8320,8300,8300,8300,8300,7200,7200,8300,7200,8300,8300,8300,8000,8300,8300
relaisdelapampouse F20F205C5A988EB2A2F6EE8397C47F58152BBEF8,410,410,448,448,448,448,448,448,500,500,500,500,500,781,781,500,781,500,500,500,559,500,500
relawer 9B758787B08FCE20A4C583152F05085E0885F6EF,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200
relay 09092FF120A9FD9DC1AEAC899B5C3CFECBA6C279,14600,14000,14600,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,16200,17000,14000,17000,14000,14000,14000,17000,14000,14000
relay 21B545EE09DA4EDEF399F8EE0A5CD93BDE9875C6,131,110,131,110,110,110,110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
relay F2D8A6CDED1F4BC42CA4B1164FB6C6644298BE1B,13000,13000,13000,13000,13000,13000,12900,12900,12800,15000,15000,16700,16700,16700,16700,12500,12500,12600,12600,12700,12700,12800,12800
relay FF3059E77E5D22F1C3B20CCBE125691AD27588DD,6030,5100,6040,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,7460,7470,5100,7510,5100,5100,5100,7590,5100,5100
relay001 993845A39881E6A1C4DD6C9A73F45541DB1092AE,490,490,480,480,480,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1090,1100
relay0vpsfree0cz F7B024DB02C601185C202E26DFFD2AD525C16A36,22000,22000,22400,22000,22200,22100,22000,22000,22000,22000,22000,22000,22000,24800,24900,22000,25100,22000,22000,22000,22000,22000,22000
relay1ams E90B112FB71EB6660D4CEAC2591A79FF94B067E1,8,8,8,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
relay2 053C847373A2F82106370DBB016B5E8A14DA9101,11300,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700
relay2 88249F18737379DAC87185E5EC75626EB1F414EB,10800,10800,10800,14100,14100,14400,14100,14100,16900,16900,16900,16900,16900,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800
relay34 FD4CD876A4A1DD4BEB0DCCAEE2ED87904A68951D,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,705,705
relay4u E8BAE7393740A700D50B010DED9D9EC9A66B390D,10900,10200,10900,10200,10900,10900,10900,10900,11300,11300,11300,11300,11300,11900,11900,11300,11900,11300,9300,9300,11900,9300,9300
relaybecauseband E25E559F1867C79A6A125EAA20B7CCB02ACDE3C3,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3360,3600,4200,3600,3600,3600,4240,3600,3600
relaytorforall 4CB2DEA67C7633CFC510A7E72584C9CA2C58964E,420,420,420,420,420,420,420,420,420,490,490,490,490,522,522,420,522,420,420,420,456,420,420
relayzy1 C8E22E2718FA9166378F8727054B04E10BAE8FBC,14,12,14,12,12,12,12,12,12,12,12,12,12,16,16,13,16,13,13,13,16,13,13
rem023 0C3599079EF21C4994AD6DDE91F72A48F16E8A98,254,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,290,290
rem0231 D17446B2498844368284A0C30DFAC515DDEBAB8C,256,256,256,256,256,256,256,270,270,270,270,270,270,352,352,270,352,220,220,220,220,220,220
remedy 3FEBFB6A491D30CACC2C2995EDB41717A6F94E95,14900,14600,14900,14600,14600,14600,14600,14600,14600,14600,14600,14600,14600,14900,14600,13800,14600,13800,13800,13800,14600,13800,13800
renewablefreedom CA94704217260E7483DA88719CACD7A94C564D5C,82500,74000,82500,73600,73600,73600,73600,73600,73600,73000,73000,73000,73000,73600,73600,73000,73600,73000,73000,73000,73600,73000,73000
resistberlin F94E2D48F2E0F83920C893E4F19F852511350AF5,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
respecttoall666 B8240A4C715A2595CE54C82AB175C80214768B4A,160,160,218,210,210,210,210,210,210,210,210,210,210,218,249,170,176,170,170,170,184,170,170
rex 15A2EAE0681491A5EF2D54540A6878307E7596B7,10,10,10,10,10,10,10,10,10,10,10,10,11,16,16,11,16,11,11,11,16,11,11
rfc822 ED4A11D3F618FE30D81A2E0A642B3E991D12D61D,94,79,67,79,79,79,79,79,79,79,79,79,79,80,80,79,80,79,79,79,80,79,79
rgiad 60E4C5E306D2DB22890EE24A09F9B6C30AF396A8,7760,8800,7760,8900,8900,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200
rickvanderzwet C22BA9ED6DEE071D2B37B9718DCCFB6A53EAD5E6,20100,20000,20100,20000,18000,18000,18000,18000,18000,18000,18000,18000,18000,22800,22800,19800,22900,19900,19900,20000,23200,20100,20100
ridin 2CE9BE1FC88B9D0FA03F387C9E4F000B5D4B2AE9,80000,80000,105000,80000,86000,86000,89000,89000,89000,89000,89000,89000,89000,105000,105000,89000,105000,89000,89000,89000,106000,89000,89000
rigel 668740A3C387F79BD7D7488E0C2BF9579654A1CB,5950,4600,5950,5000,5000,5000,5000,4600,4600,4600,4600,5000,5000,5500,5500,5000,5500,5000,5000,5000,5500,5000,5000
ripde DB8D1454CE078844DDA447C8ACBEE440B267258D,650,650,650,650,650,650,592,592,592,592,592,592,589,644,644,589,644,550,550,550,644,550,550
ritirong 0AD3B16ADF3EED3E5962FA944CD501352E790814,18100,16000,17900,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,17500,17500,16000,17900,16000,16000,16000,18200,18000,18000
rittervg C0EDB08D7540D1DD3CA69809ED17D979F51B66E3,2000,2000,2000,2000,2000,2000,2000,2000,2230,2230,2230,2230,2230,2110,2110,2110,2110,2110,2110,2110,2170,2170,2110
rittervgexit 2C752C180089DDC89BC3FFCCB17FACFEEAFD79AA,670,670,670,690,690,690,690,690,690,690,690,690,690,895,840,690,840,690,690,690,840,690,690
riuriu 0AD5DC3C47CAD362E5682F7FBD5E2E28B2D49899,4200,4200,4200,3900,3900,4200,4200,4690,4690,4690,4690,4690,4690,4690,4690,4690,4550,4550,4200,4200,4550,4200,4200
rixlv AA359D2D59C4C0BFFB9FEA6CCDE30B9E6EEBBE8B,910,760,850,760,760,760,720,720,720,720,720,720,720,940,940,720,940,720,770,770,940,770,770
rixtyminutes 01AE2DE314276C82FCCC3603A1C2F3238E6544C9,21300,18700,18600,18400,18300,19000,19000,19000,19000,19000,19000,19000,18300,18300,18400,18500,18500,18600,18700,18700,18800,18000,21100
roTor 1AA679820F549A3C922208CF6B7E0B4934F0AA0D,1200,1200,1200,1200,1200,1200,1200,1200,1100,1100,1100,1100,1100,1200,1200,1100,1200,1100,1100,1100,1100,1100,1100
